transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,Total_Bill,product_category,product_type,product_detail,Size,Month Name,Day Name,Hour,Month,Day of Week
485,2023-01-01,2:50:19 AM,3,Astoria,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Sunday,18,1,6
50,2023-01-01,3:50:19 AM,8,Hell's Kitchen,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Sunday,9,1,6
372,2023-01-01,4:50:19 AM,8,Hell's Kitchen,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Sunday,16,1,6
530,2023-01-01,5:50:19 AM,8,Hell's Kitchen,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Sunday,19,1,6
166,2023-01-01,6:50:19 AM,5,Lower Manhattan,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Sunday,12,1,6
398,2023-01-01,7:50:19 AM,5,Lower Manhattan,46,1,2.5,2.5,Tea,Brewed Green tea,Serenity Green Tea,Regular,January,Sunday,16,1,6
270,2023-01-01,8:50:19 AM,5,Lower Manhattan,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Sunday,13,1,6
305,2023-01-01,9:50:19 AM,5,Lower Manhattan,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Sunday,14,1,6
390,2023-01-01,10:50:19 AM,5,Lower Manhattan,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Sunday,16,1,6
18,2023-01-01,11:50:19 AM,8,Hell's Kitchen,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Sunday,8,1,6
447,2023-01-01,12:50:19 PM,8,Hell's Kitchen,42,1,2.5,2.5,Tea,Brewed herbal tea,Lemon Grass,Regular,January,Sunday,17,1,6
358,2023-01-01,1:50:19 PM,8,Hell's Kitchen,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,January,Sunday,15,1,6
46,2023-01-01,2:50:19 PM,5,Lower Manhattan,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,January,Sunday,9,1,6
312,2023-01-01,3:50:19 PM,5,Lower Manhattan,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,January,Sunday,14,1,6
402,2023-01-01,4:50:19 PM,5,Lower Manhattan,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,January,Sunday,16,1,6
163,2023-01-01,5:50:19 PM,3,Astoria,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,January,Sunday,12,1,6
387,2023-01-01,6:50:19 PM,3,Astoria,44,1,2.5,2.5,Tea,Brewed herbal tea,Peppermint,Regular,January,Sunday,16,1,6
303,2023-01-01,7:50:19 PM,8,Hell's Kitchen,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Sunday,14,1,6
318,2023-01-01,8:50:19 PM,8,Hell's Kitchen,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Sunday,14,1,6
368,2023-01-01,9:50:19 PM,8,Hell's Kitchen,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Sunday,15,1,6
48,2023-01-01,10:50:19 PM,5,Lower Manhattan,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Sunday,9,1,6
435,2023-01-01,11:50:19 PM,5,Lower Manhattan,48,1,2.5,2.5,Tea,Brewed Black tea,English Breakfast,Regular,January,Sunday,17,1,6
409,2023-01-01,12:50:19 AM,5,Lower Manhattan,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,January,Sunday,16,1,6
72,2023-01-01,1:50:19 AM,5,Lower Manhattan,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,January,Sunday,9,1,6
154,2023-01-01,2:50:19 AM,3,Astoria,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,January,Sunday,11,1,6
415,2023-01-01,3:50:19 AM,3,Astoria,50,1,2.5,2.5,Tea,Brewed Black tea,Earl Grey,Regular,January,Sunday,17,1,6
35,2023-01-01,4:50:19 AM,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Sunday,8,1,6
85,2023-01-01,5:50:19 AM,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Sunday,10,1,6
89,2023-01-01,6:50:19 AM,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Sunday,10,1,6
146,2023-01-01,7:50:19 AM,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Sunday,11,1,6
502,2023-01-01,8:50:19 AM,8,Hell's Kitchen,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Sunday,18,1,6
543,2023-01-01,9:50:19 AM,3,Astoria,54,1,2.5,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai,Regular,January,Sunday,19,1,6
256,2023-01-01,10:50:19 AM,5,Lower Manhattan,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,January,Sunday,13,1,6
483,2023-01-01,11:50:19 AM,5,Lower Manhattan,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,January,Sunday,18,1,6
190,2023-01-01,12:50:19 PM,3,Astoria,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,January,Sunday,12,1,6
407,2023-01-01,1:50:19 PM,3,Astoria,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,January,Sunday,16,1,6
468,2023-01-01,2:50:19 PM,3,Astoria,52,1,2.5,2.5,Tea,Brewed Chai tea,Traditional Blend Chai,Regular,January,Sunday,18,1,6
103,2023-01-01,3:50:19 PM,8,Hell's Kitchen,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,January,Sunday,10,1,6
514,2023-01-01,4:50:19 PM,8,Hell's Kitchen,73,1,3.75,3.75,Bakery,Pastry,Almond Croissant,Not Defined,January,Sunday,18,1,6
29,2023-01-01,5:50:19 PM,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,8,1,6
140,2023-01-01,6:50:19 PM,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,11,1,6
275,2023-01-01,7:50:19 PM,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,13,1,6
285,2023-01-01,8:50:19 PM,8,Hell's Kitchen,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,14,1,6
294,2023-01-01,9:50:19 PM,8,Hell's Kitchen,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,14,1,6
406,2023-01-01,10:50:19 PM,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,16,1,6
450,2023-01-01,11:50:19 PM,3,Astoria,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,17,1,6
83,2023-01-01,12:50:19 AM,5,Lower Manhattan,71,1,3.75,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,January,Sunday,10,1,6
116,2023-01-01,1:50:19 AM,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,11,1,6
155,2023-01-01,2:50:19 AM,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,11,1,6
296,2023-01-01,3:50:19 AM,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,14,1,6
474,2023-01-01,4:50:19 AM,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,18,1,6
489,2023-01-01,5:50:19 AM,3,Astoria,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,18,1,6
17,2023-01-01,6:50:19 AM,5,Lower Manhattan,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,7,1,6
65,2023-01-01,7:50:19 AM,5,Lower Manhattan,79,1,3.75,3.75,Bakery,Scone,Jumbo Savory Scone,Not Defined,January,Sunday,9,1,6
359,2023-01-01,8:50:19 AM,3,Astoria,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,15,1,6
395,2023-01-01,9:50:19 AM,3,Astoria,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,16,1,6
434,2023-01-01,10:50:19 AM,3,Astoria,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,17,1,6
546,2023-01-01,11:50:19 AM,3,Astoria,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,19,1,6
255,2023-01-01,12:50:19 PM,5,Lower Manhattan,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,13,1,6
161,2023-01-01,1:50:19 PM,8,Hell's Kitchen,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,12,1,6
215,2023-01-01,2:50:19 PM,8,Hell's Kitchen,36,1,3.75,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River,Large,January,Sunday,12,1,6
25,2023-01-01,3:50:19 PM,8,Hell's Kitchen,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Sunday,8,1,6
262,2023-01-01,4:50:19 PM,8,Hell's Kitchen,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Sunday,13,1,6
332,2023-01-01,5:50:19 PM,5,Lower Manhattan,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Sunday,15,1,6
392,2023-01-01,6:50:19 PM,3,Astoria,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Sunday,16,1,6
529,2023-01-01,7:50:19 PM,8,Hell's Kitchen,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Sunday,19,1,6
537,2023-01-01,8:50:19 PM,3,Astoria,40,1,3.75,3.75,Coffee,Barista Espresso,Cappuccino,Not Defined,January,Sunday,19,1,6
31,2023-01-01,9:50:19 PM,8,Hell's Kitchen,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,8,1,6
181,2023-01-01,10:50:19 PM,8,Hell's Kitchen,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,12,1,6
327,2023-01-01,11:50:19 PM,8,Hell's Kitchen,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,15,1,6
369,2023-01-01,12:50:19 AM,8,Hell's Kitchen,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,16,1,6
517,2023-01-01,1:50:19 AM,8,Hell's Kitchen,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,19,1,6
56,2023-01-01,2:50:19 AM,5,Lower Manhattan,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,9,1,6
104,2023-01-01,3:50:19 AM,5,Lower Manhattan,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,10,1,6
143,2023-01-01,4:50:19 AM,5,Lower Manhattan,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,11,1,6
107,2023-01-01,5:50:19 AM,3,Astoria,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,11,1,6
533,2023-01-01,6:50:19 AM,3,Astoria,38,1,3.75,3.75,Coffee,Barista Espresso,Latte,Not Defined,January,Sunday,19,1,6
122,2023-01-01,7:50:19 AM,3,Astoria,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,11,1,6
521,2023-01-01,8:50:19 AM,3,Astoria,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,19,1,6
539,2023-01-01,9:50:19 AM,3,Astoria,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,19,1,6
96,2023-01-01,10:50:19 AM,8,Hell's Kitchen,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,10,1,6
185,2023-01-01,11:50:19 AM,8,Hell's Kitchen,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,12,1,6
188,2023-01-01,12:50:19 PM,8,Hell's Kitchen,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,12,1,6
139,2023-01-01,1:50:19 PM,5,Lower Manhattan,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,11,1,6
231,2023-01-01,2:50:19 PM,5,Lower Manhattan,60,1,3.75,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic,Regular,January,Sunday,13,1,6
396,2023-01-01,3:50:19 PM,8,Hell's Kitchen,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Sunday,16,1,6
227,2023-01-01,4:50:19 PM,3,Astoria,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Sunday,13,1,6
345,2023-01-01,5:50:19 PM,3,Astoria,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Sunday,15,1,6
411,2023-01-01,6:50:19 PM,3,Astoria,58,1,3.5,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate,Regular,January,Sunday,16,1,6
249,2023-01-01,7:50:19 PM,8,Hell's Kitchen,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,January,Sunday,13,1,6
455,2023-01-01,8:50:19 PM,8,Hell's Kitchen,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,January,Sunday,17,1,6
418,2023-01-01,9:50:19 PM,3,Astoria,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,January,Sunday,17,1,6
506,2023-01-01,10:50:19 PM,3,Astoria,27,1,3.5,3.5,Coffee,Organic brewed coffee,Brazilian,Large,January,Sunday,18,1,6
268,2023-01-01,11:50:19 PM,8,Hell's Kitchen,33,1,3.5,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Large,January,Sunday,13,1,6
194,2023-01-01,12:50:19 AM,3,Astoria,33,1,3.5,3.5,Coffee,Gourmet brewed coffee,Ethiopia,Large,January,Sunday,12,1,6
